0,All packets
0,46475.05
0,44344.03
0,46506.01
0,46561.02
0,45388.8
0,46333.19
0,43722.96
0,37138.12
0,41295.58
0,50627.74
0,32306.53
0,52849.26
0,52979.96
0,32166.67
0,45642.49
0,46492.45
0,43618.01
0,45536.91
0,47089.39
0,45731.43
0,47600.74
0,44854.12
0,45181.98
0,46687.67
0,45494.66
0,46811.07
0,45684.17
0,46504.09
0,43831.98
0,45966.24
0,47477.65
0,45601.92
0,46748.57
0,43826.52
0,45740.52
0,47357.07
0,44291.9
0,45536.78
0,47397.48
0,46603.1
0,46419.51
0,43497.1
0,45275.18
0,46726.48
0,45823.14
0,46609.04
0,43807.42
0,46029.32
0,47770.56
0,43680.26
0,37313.67
0,40905.44
0,50816.97
0,32814.65
0,52566.57
0,51484.68
0,32261.64
0,46272.74
0,47415.98
0,43730.76
0,45485.33
0,46497.82
0,45542.5
0,46693.69
0,44213.86
0,46047.7
0,47446.22
0,45211.09
0,46851.52
0,47039.53
0,45796.44
0,46744.32
0,45732.7
0,47243.2
0,45208.15
0,46671.97
0,46792.63
0,46377.35
0,47332.52
0,43578.43
0,45413.3
0,46865.32
0,45803.16
0,46609.65
0,44044.57
0,45654.32
0,46947.57
0,44809.39
0,46848.38
0,46716.97
0,45488.92
0,46583.4
0,43884.21
0,45532.71
0,46959.63
0,36914.24
0,41973.69
0,57836.93
0,38056.97
0,32197.96
0,45351.45
0,46242.1
0,43782.21
0,45720.93
0,46875.84
0,45498.51
0,46758.33
0,44705.12
0,46810.41
0,46439.45
0,45322.25
0,46387.41
0,43654.84
0,45192.5
0,46806.79
0,45997.9
0,47039.86
0,44889.92
0,46595.38
0,46663.91
0,45562.64
0,46481.56
0,43641.15
0,45369.4
0,46749.84
0,45433.8
0,46712.65
0,44311.72
0,46556.6
0,46675.79
0,45656.9
0,46415.84
0,45340.82
0,46778.33
0,44263.8
0,45543.59
0,46482.64
0,46095.68
0,47465.43
0,44002.13
0,36994.78
0,41098.96
0,50183.86
0,32610.8
0,52388.93
0,51805.69
0,32710.62
0,44518.31
0,46269.69
0,46797.25
0,45630.47
0,46778.03
0,44103.33
0,45857.26
0,47289.32
0,45862.35
0,47628.12
0,44937.45
0,45195.48
0,46470.32
0,45592.18
0,46610.15
0,43993.93
0,45832.35
0,46871.65
0,43783.66
0,45991.62
0,47988.21
0,45472.81
0,46583.19
0,43861.34
0,45372.21
0,46863.12
0,45856.56
0,46714.28
0,44371.03
0,46783.73
0,46872.7
0,45546.98
0,46426.79
0,43656.88
0,45381.27
0,46836.81
0,37056.71
0,42341.72
0,57714.51
0,38093.72
0,32293.79
0,45354.54
0,46382.41
0,43538.1
0,45326.15
0,47094.76
0,46076.49
0,46560.71
0,44301.69
0,46860.81
0,46812.27
0,45456.53
0,46543.86
0,43926.67
0,45628.25
0,46703.04
0,44050.79
0,45761.2
0,47483.44
0,46610.77
0,46341.18
0,43555.66
0,45475.1
0,46814.68
0,45739.92
0,46762.8
0,44376.97
0,45990.26
0,46665.61
0,44525.59
0,46598.65
0,46926.19
0,46089.06
0,47227.05
0,44917.26
0,46530.12
0,47589.96
0,45814.68
0,47254.74
0,44489.17
0,45478.04
0,46832.73
0,36786.69
0,41796.59
0,57623.71
0,37448.85
0,32260.08
0,46217.1
0,47674.49
0,43722.26
0,45290.48
0,46473.82
0,45539.7
0,46687.37
0,45688.04
0,46473.58
0,43779.81
0,46152.13
0,47973.15
0,46321.97
0,47839.53
0,44248.09
0,46008.12
0,46968.52
0,46109.06
0,46705.41
0,44595.36
0,47027.71
0,46807.54
0,45559.65
0,46553.26
0,43868.15
0,45806.37
0,47147
0,44080.71
0,45447.62
0,47291.68
0,46610.77
0,46406.18
0,43823.13
0,45606.65
0,46810.99
0,45556.89
0,46799.63
0,43937.64
0,45307.67
0,47244.27
